scenario,scenario_type,scenario_group,fault_percentage,workload_users,checkout_error,checkout_success,checkout_success_rate,checkout_http_req_duration,iteration_duration_p(95),normalized_iteration_duration_p(95),rt_fc_GRPC_BACKOFF_MULTIPLIER,rt_fc_GRPC_INITIAL_BACKOFF,rt_fc_GRPC_MAX_ATTEMPTS,rt_fc_GRPC_MAX_BACKOFF,rt_cp_GRPC_BACKOFF_MULTIPLIER,rt_cp_GRPC_INITIAL_BACKOFF,rt_cp_GRPC_MAX_ATTEMPTS,rt_cp_GRPC_MAX_BACKOFF
retry-checkpay-500vu-50f-00394,retry,retry_all,50,500,661,339.0,0.339,1611.378076,39059.51635504999,0.1689689718019992,1.5,0.5,3.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00395,retry,retry_all,50,500,634,366.0,0.366,1582.6238094999999,39890.97750084999,0.18571508752383736,1.5,0.5,3.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-500vu-50f-00396,retry,retry_all,50,500,609,391.0,0.391,1802.087416,38553.19116289999,0.15877128511097796,1.5,0.5,3.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00397,retry,retry_all,50,500,619,381.0,0.381,1809.901201,37333.1528034,0.13419899612733513,2.0,0.5,3.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00398,retry,retry_all,50,500,645,355.0,0.355,1907.391527,44924.03740379999,0.28708386945128306,2.0,0.5,3.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-500vu-50f-00399,retry,retry_all,50,500,610,390.0,0.39,1389.6542195,36229.47676799999,0.11197031268062381,2.0,0.5,3.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00400,retry,retry_all,50,500,632,368.0,0.368,2307.6064690000003,45980.04304215,0.3083524431086942,2.0,0.5,3.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00401,retry,retry_all,50,500,609,391.0,0.391,1487.918958,32372.797157449997,0.03429452062880957,2.0,0.5,3.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-500vu-50f-00402,retry,retry_all,50,500,630,370.0,0.37,1700.158101,33351.349196749994,0.05400313331953439,2.0,0.5,3.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00403,retry,retry_all,50,500,620,380.0,0.38,1878.2251569999999,42137.29381905,0.23095721724023807,2.0,0.5,3.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00404,retry,retry_all,50,500,635,365.0,0.365,1798.118383,38466.618173899995,0.15702765427566767,2.0,0.5,3.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-500vu-50f-00405,retry,retry_all,50,500,613,387.0,0.387,1915.377894,37905.93566479999,0.1457351793019089,2.0,0.5,3.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00406,retry,retry_all,50,500,656,344.0,0.344,1885.8597155,41660.88298535,0.22136202329452287,2.0,0.5,3.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00407,retry,retry_all,50,500,616,384.0,0.384,1390.1155695,35490.23812885,0.09708161239704165,2.0,0.5,3.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-500vu-50f-00408,retry,retry_all,50,500,608,392.0,0.392,1591.1353720000002,39124.018077149994,0.17026807436139202,2.0,0.5,3.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00409,retry,retry_all,50,500,606,394.0,0.394,1811.1059650000002,37840.20820045,0.14441138957382857,2.0,0.5,3.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00410,retry,retry_all,50,500,613,387.0,0.387,2200.318919,40768.717391549995,0.20339328434347742,2.0,0.5,3.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-500vu-50f-00411,retry,retry_all,50,500,609,391.0,0.391,1695.274677,40391.69250915,0.19579978181774255,2.0,0.5,3.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00412,retry,retry_all,50,500,649,351.0,0.351,2005.922704,41714.46331714999,0.22244116264008276,2.0,0.5,3.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00413,retry,retry_all,50,500,635,365.0,0.365,2289.378413,40096.39072925,0.18985223056528786,2.0,0.5,3.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-500vu-50f-00414,retry,retry_all,50,500,639,361.0,0.361,1503.552928,43067.246270549986,0.24968700569432398,2.0,0.5,3.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00415,retry,retry_all,50,500,636,364.0,0.364,2209.0016375,38884.45834694999,0.16544320072239393,2.0,0.5,3.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00416,retry,retry_all,50,500,614,386.0,0.386,2391.4407035,48877.81242555,0.36671522010042706,2.0,0.5,3.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-500vu-50f-00417,retry,retry_all,50,500,614,386.0,0.386,1913.933255,38052.26047245,0.14868224685192066,2.0,0.5,3.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00418,retry,retry_all,50,500,588,412.0,0.412,2299.7702630000003,45886.92602925,0.3064770117892968,2.0,0.5,3.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00419,retry,retry_all,50,500,601,399.0,0.399,2111.687766,46486.2221349,0.31854718727200787,2.0,0.5,3.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-500vu-50f-00420,retry,retry_all,50,500,594,406.0,0.406,2487.0108575000004,40306.56144585,0.19408519221274864,2.0,0.5,3.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00421,retry,retry_all,50,500,650,350.0,0.35,2289.737011,38386.9541288,0.1554231736275302,2.0,0.5,3.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00422,retry,retry_all,50,500,618,382.0,0.382,1849.892045,36610.3167547,0.11964065364724265,2.0,0.5,3.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-500vu-50f-00423,retry,retry_all,50,500,647,353.0,0.353,1811.984878,38447.106294749996,0.15663467357194277,2.0,0.5,3.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00424,retry,retry_all,50,500,619,381.0,0.381,1787.93772,41376.22588715,0.2156288621822098,2.0,0.5,3.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00425,retry,retry_all,50,500,647,353.0,0.353,1894.318148,39087.08686255,0.16952425801283075,2.0,0.5,3.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-500vu-50f-00426,retry,retry_all,50,500,537,463.0,0.463,2125.852693,41282.206221399996,0.2137352509043632,2.0,0.5,3.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00427,retry,retry_all,50,500,629,371.0,0.371,1996.676103,45370.46543685,0.29607519218559425,2.0,0.5,3.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00428,retry,retry_all,50,500,622,378.0,0.378,2183.5666315,44844.7984862,0.2854879511206364,2.0,0.5,3.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-500vu-50f-00429,retry,retry_all,50,500,599,401.0,0.401,1391.324282,39264.13497464999,0.17309011095561225,2.0,0.5,3.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00430,retry,retry_all,50,500,589,411.0,0.411,2081.260685,37745.01712515,0.14249418541977732,2.0,0.5,3.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00431,retry,retry_all,50,500,637,363.0,0.363,1792.605273,35168.04254825,0.0905924042060792,2.0,0.5,3.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-500vu-50f-00432,retry,retry_all,50,500,611,389.0,0.389,1788.821808,39566.89149584999,0.17918780507537554,2.0,0.5,3.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00433,retry,retry_all,50,500,621,379.0,0.379,1591.689933,39333.43593925,0.17448587307713642,1.0,1.0,3.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00434,retry,retry_all,50,500,608,392.0,0.392,1797.913684,36231.12233589999,0.1120034553844299,1.0,1.0,3.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-500vu-50f-00436,retry,retry_all,50,500,629,371.0,0.371,1704.864663,42050.8692096,0.2292165748561952,1.0,1.0,3.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00437,retry,retry_all,50,500,626,374.0,0.374,1693.2619375,38003.7885577,0.14770599402548032,1.0,1.0,3.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-500vu-50f-00438,retry,retry_all,50,500,628,372.0,0.372,1904.59661,46999.3098351,0.3288810748461937,1.0,1.0,3.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00439,retry,retry_all,50,500,615,385.0,0.385,2001.755448,39431.3307058,0.17645753116060744,1.0,1.0,3.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00440,retry,retry_all,50,500,654,346.0,0.346,1600.945656,40603.22041435,0.20006007804056714,1.0,1.0,3.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-500vu-50f-00441,retry,retry_all,50,500,624,376.0,0.376,1912.4930595,42639.76279895,0.2410772375521234,1.0,1.0,3.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00442,retry,retry_all,50,500,641,359.0,0.359,1984.571582,35603.6386982,0.09936556645412542,1.0,1.0,3.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00443,retry,retry_all,50,500,619,381.0,0.381,1700.489477,38843.2729396,0.16461370243372717,1.0,1.0,3.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-500vu-50f-00444,retry,retry_all,50,500,586,414.0,0.414,1810.1591094999999,44710.87154054999,0.2827905837914998,1.0,1.0,3.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00445,retry,retry_all,50,500,596,404.0,0.404,1798.341677,47234.6905568,0.33362178080003047,1.0,1.0,3.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00446,retry,retry_all,50,500,533,467.0,0.467,2117.142689,41926.698844299994,0.2267157107845059,1.0,1.0,3.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-500vu-50f-00447,retry,retry_all,50,500,608,392.0,0.392,1912.627621,34183.25045465,0.07075811315750653,1.0,1.0,3.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00448,retry,retry_all,50,500,605,395.0,0.395,1903.53283,41454.85080709999,0.21721241423963747,1.0,1.0,3.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00449,retry,retry_all,50,500,602,398.0,0.398,1791.3249775,40242.1416164,0.19278773901941532,1.0,1.0,3.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-500vu-50f-00450,retry,retry_all,50,500,637,363.0,0.363,2105.477421,40946.744076049996,0.20697884630902633,1.0,1.0,3.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00451,retry,retry_all,50,500,654,346.0,0.346,1708.2702195,37101.50276514999,0.12953342832888987,1.0,1.0,3.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00452,retry,retry_all,50,500,612,388.0,0.388,1387.4535675,37291.11393855,0.13335230870345618,1.0,1.0,3.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-500vu-50f-00453,retry,retry_all,50,500,626,374.0,0.374,1387.8542645,36686.43240985,0.1211736676381238,1.0,1.0,3.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00454,retry,retry_all,50,500,619,381.0,0.381,1610.631936,42929.581982649994,0.24691436609765396,1.0,1.0,3.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00455,retry,retry_all,50,500,640,360.0,0.36,1993.1392845,36340.19550644998,0.11420025308857328,1.0,1.0,3.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-500vu-50f-00456,retry,retry_all,50,500,592,408.0,0.408,1942.861873,45853.057101,0.30579487168604114,1.0,1.0,3.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00457,retry,retry_all,50,500,634,366.0,0.366,1591.622942,38895.641006449994,0.16566842605133553,1.0,1.0,3.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00458,retry,retry_all,50,500,598,402.0,0.402,2245.344321,40833.696017400005,0.20470199202443987,1.0,1.0,3.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-500vu-50f-00459,retry,retry_all,50,500,628,372.0,0.372,1995.1639265,41767.57731124999,0.22351090967052498,1.0,1.0,3.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00460,retry,retry_all,50,500,627,373.0,0.373,1788.481009,39654.99050179999,0.1809621707881572,1.0,1.0,3.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00461,retry,retry_all,50,500,611,389.0,0.389,1413.258638,36081.06600015,0.10898123266727985,1.0,1.0,3.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-500vu-50f-00462,retry,retry_all,50,500,613,387.0,0.387,2084.402427,44668.0687791,0.2819285110415265,1.0,1.0,3.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00463,retry,retry_all,50,500,620,380.0,0.38,2100.4748345,40495.497010449995,0.19789046542935598,1.0,1.0,3.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00464,retry,retry_all,50,500,660,340.0,0.34,1648.0375880000001,36905.835777799984,0.12559258030531326,1.0,1.0,3.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-500vu-50f-00465,retry,retry_all,50,500,636,364.0,0.364,1689.9193934999998,38588.63234975,0.15948509142568978,1.0,1.0,3.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00466,retry,retry_all,50,500,624,376.0,0.376,2096.8253,45369.80358645,0.29606186212989055,1.0,1.0,3.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00467,retry,retry_all,50,500,644,356.0,0.356,2003.1135155,44902.810236900004,0.28665634184503275,1.0,1.0,3.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-500vu-50f-00468,retry,retry_all,50,500,617,383.0,0.383,1907.92627,41009.833040499994,0.20824949509975735,1.0,1.0,3.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00469,retry,retry_all,50,500,624,376.0,0.376,2052.76324,41613.84992745,0.22041474988995807,1.5,1.0,3.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00470,retry,retry_all,50,500,640,360.0,0.36,1854.184996,40223.4342232,0.19241096113512862,1.5,1.0,3.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-500vu-50f-00471,retry,retry_all,50,500,641,359.0,0.359,1688.716207,37143.85894965,0.1303865067568544,1.5,1.0,3.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00472,retry,retry_all,50,500,670,330.0,0.33,1807.6608795000002,39446.98541739999,0.17677282624489338,1.5,1.0,3.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00473,retry,retry_all,50,500,622,378.0,0.378,2001.591837,41037.3954104,0.20880461741454634,1.5,1.0,3.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-500vu-50f-00474,retry,retry_all,50,500,607,393.0,0.393,1793.173198,39072.26803369999,0.16922579809797134,1.5,1.0,3.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00475,retry,retry_all,50,500,610,390.0,0.39,2115.764754,45831.329637099996,0.30535726780442934,1.5,1.0,3.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00476,retry,retry_all,50,500,629,371.0,0.371,1680.484189,40171.633131250004,0.19136765672494174,1.5,1.0,3.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-500vu-50f-00477,retry,retry_all,50,500,611,389.0,0.389,1615.661499,33918.243994699995,0.06542072743867354,1.5,1.0,3.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00478,retry,retry_all,50,500,617,383.0,0.383,2112.710526,42788.0742503,0.24406431727283742,1.5,1.0,3.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00479,retry,retry_all,50,500,603,397.0,0.397,2009.310968,45956.2729517,0.307873699528907,1.5,1.0,3.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-500vu-50f-00480,retry,retry_all,50,500,638,362.0,0.362,1648.930407,39527.30935819999,0.17839059757992873,1.5,1.0,3.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00481,retry,retry_all,50,500,598,402.0,0.402,1701.1809739999999,39059.8643048,0.16897597971428524,1.5,1.0,3.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00482,retry,retry_all,50,500,612,388.0,0.388,1796.2921485,40845.47889295,0.2049393060570834,1.5,1.0,3.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-500vu-50f-00483,retry,retry_all,50,500,644,356.0,0.356,1494.7164915,40174.470316750005,0.19142479930694611,1.5,1.0,3.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00484,retry,retry_all,50,500,598,402.0,0.402,2005.099901,42362.9924385,0.23550291996929612,1.5,1.0,3.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00485,retry,retry_all,50,500,631,369.0,0.369,1808.760261,37856.26053184999,0.14473469295437436,1.5,1.0,3.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-500vu-50f-00486,retry,retry_all,50,500,587,413.0,0.413,2213.428786,44103.32013244999,0.2705541416698187,1.5,1.0,3.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00487,retry,retry_all,50,500,603,397.0,0.397,1893.187728,41054.323530199996,0.20914555968774315,1.5,1.0,3.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00488,retry,retry_all,50,500,576,424.0,0.424,2099.220281,38053.7203589,0.14871164982228907,1.5,1.0,3.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-500vu-50f-00489,retry,retry_all,50,500,606,394.0,0.394,1455.087164,36896.97035204999,0.12541402542480837,1.5,1.0,3.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00490,retry,retry_all,50,500,589,411.0,0.411,1682.482536,40714.61705645,0.20230367182610226,1.5,1.0,3.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00491,retry,retry_all,50,500,631,369.0,0.369,1796.374543,48583.981237349995,0.360797287428362,1.5,1.0,3.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-500vu-50f-00492,retry,retry_all,50,500,614,386.0,0.386,1796.1943195,41869.2631624,0.22555892242401723,1.5,1.0,3.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00493,retry,retry_all,50,500,623,377.0,0.377,1516.704974,36894.0141777,0.12535448633749338,1.5,1.0,3.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00494,retry,retry_all,50,500,614,386.0,0.386,2215.521601,42239.8530709,0.233022820796701,1.5,1.0,3.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-500vu-50f-00495,retry,retry_all,50,500,614,386.0,0.386,1590.5876695000002,42263.21780499998,0.233493400261568,1.5,1.0,3.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00496,retry,retry_all,50,500,611,389.0,0.389,1577.702831,37577.81594665,0.13912665550195452,1.5,1.0,3.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00497,retry,retry_all,50,500,600,400.0,0.4,1806.7569635,35313.95098605,0.09353108582281358,1.5,1.0,3.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-500vu-50f-00498,retry,retry_all,50,500,631,369.0,0.369,1883.423366,43385.18958935,0.25609057083564807,1.5,1.0,3.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00499,retry,retry_all,50,500,584,416.0,0.416,1912.5836735,42704.3415226,0.2423778909679495,1.5,1.0,3.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00500,retry,retry_all,50,500,647,353.0,0.353,1810.464798,37400.69479435,0.13555933148665458,1.5,1.0,3.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-500vu-50f-00501,retry,retry_all,50,500,591,409.0,0.409,2002.95055,35605.6702293,0.09940648268342246,1.5,1.0,3.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00502,retry,retry_all,50,500,634,366.0,0.366,1846.8404679999999,42854.312207949995,0.24539838863574853,1.5,1.0,3.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00503,retry,retry_all,50,500,620,380.0,0.38,1789.5645905000001,36895.9548048,0.12539357170685025,1.5,1.0,3.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-500vu-50f-00504,retry,retry_all,50,500,611,389.0,0.389,1693.977444,36533.69256539999,0.11809739747996222,1.5,1.0,3.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00505,retry,retry_all,50,500,636,364.0,0.364,1452.5888335,33844.66209399999,0.06393874475027087,2.0,1.0,3.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00506,retry,retry_all,50,500,636,364.0,0.364,1590.3244765,40644.04178815,0.20088224447977165,2.0,1.0,3.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-500vu-50f-00507,retry,retry_all,50,500,620,380.0,0.38,2108.0078320000002,37387.4731313,0.13529303942888515,2.0,1.0,3.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-500vu-50f-00508,retry,retry_all,50,500,633,367.0,0.367,1809.000021,43008.39615965,0.24850172990320338,2.0,1.0,3.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00509,retry,retry_all,50,500,617,383.0,0.383,1802.7984,40187.202554799995,0.1916812340578183,2.0,1.0,3.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-500vu-50f-00510,retry,retry_all,50,500,628,372.0,0.372,1588.8856314999998,35190.44068935,0.09104351592032983,2.0,1.0,3.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-500vu-50f-00511,retry,retry_all,50,500,616,384.0,0.384,1502.7878025,41433.70938989999,0.21678661368269836,2.0,1.0,3.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00512,retry,retry_all,50,500,659,341.0,0.341,1610.433985,40418.86304439998,0.19634701235258925,2.0,1.0,3.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-500vu-50f-00513,retry,retry_all,50,500,612,388.0,0.388,2499.751808,45198.150425199994,0.2926046666652172,2.0,1.0,3.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-500vu-50f-00514,retry,retry_all,50,500,571,429.0,0.429,1783.685425,37896.34557894999,0.14554202934145963,2.0,1.0,3.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-500vu-50f-00515,retry,retry_all,50,500,562,438.0,0.438,2103.4509055,46289.329030099994,0.3145816445229952,2.0,1.0,3.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-500vu-50f-00517,retry,retry_all,50,500,585,415.0,0.415,2724.725283,44709.5241902,0.2827634473642683,2.0,1.0,3.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00518,retry,retry_all,50,500,547,453.0,0.453,2094.170256,37369.83182685,0.13493773319804542,2.0,1.0,3.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-500vu-50f-00519,retry,retry_all,50,500,735,265.0,0.265,1716.771793,42777.467003699996,0.24385068109759217,2.0,1.0,3.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-500vu-50f-00520,retry,retry_all,50,500,759,241.0,0.241,1610.986181,38501.011011149996,0.15772034621383,2.0,1.0,3.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00521,retry,retry_all,50,500,764,236.0,0.236,2199.4589809999998,41131.9672517,0.2107093498322149,2.0,1.0,3.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-500vu-50f-00522,retry,retry_all,50,500,548,452.0,0.452,2138.4954239999997,37719.7262123,0.14198481158380621,2.0,1.0,3.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-500vu-50f-00523,retry,retry_all,50,500,751,249.0,0.249,1623.071385,36018.87825934999,0.10772873505007058,2.0,1.0,3.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00524,retry,retry_all,50,500,732,268.0,0.268,1420.1640240000002,38112.13951815,0.14988824599411824,2.0,1.0,3.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-500vu-50f-00525,retry,retry_all,50,500,638,362.0,0.362,1699.835035,37503.39997724999,0.13762787418015707,2.0,1.0,3.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-500vu-50f-00526,retry,retry_all,50,500,745,255.0,0.255,1604.888435,37250.6086373,0.13253650815101092,2.0,1.0,3.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00527,retry,retry_all,50,500,741,259.0,0.259,1690.713213,44154.5466321,0.2715858734536754,2.0,1.0,3.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-500vu-50f-00528,retry,retry_all,50,500,737,263.0,0.263,1618.241347,40309.5207268,0.1941447938688122,2.0,1.0,3.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-500vu-50f-00529,retry,retry_all,50,500,662,338.0,0.338,2092.07979,37460.4147558,0.1367621265786407,2.0,1.0,3.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00530,retry,retry_all,50,500,768,232.0,0.232,1605.7198945,40567.61505044999,0.19934296510366134,2.0,1.0,3.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-500vu-50f-00531,retry,retry_all,50,500,754,246.0,0.246,1893.148169,36336.85312079999,0.1141329354788877,2.0,1.0,3.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-500vu-50f-00532,retry,retry_all,50,500,745,255.0,0.255,1888.135493,39924.955046049996,0.18639941523624753,2.0,1.0,3.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00533,retry,retry_all,50,500,739,261.0,0.261,1583.305127,44125.88525284999,0.27100861644522395,2.0,1.0,3.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-500vu-50f-00534,retry,retry_all,50,500,741,259.0,0.259,1785.937178,45778.35395875,0.3042903065344131,2.0,1.0,3.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-500vu-50f-00535,retry,retry_all,50,500,633,367.0,0.367,1894.547969,35464.8659353,0.09657060152004346,2.0,1.0,3.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00536,retry,retry_all,50,500,767,233.0,0.233,2299.122207,53231.95067564999,0.4544101212673366,2.0,1.0,3.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-500vu-50f-00537,retry,retry_all,50,500,527,473.0,0.473,2389.199941,44145.06235714998,0.2713948545868853,2.0,1.0,3.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-500vu-50f-00538,retry,retry_all,50,500,740,260.0,0.26,1256.7795485,40140.656343149996,0.19074376602261137,2.0,1.0,3.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-500vu-50f-00539,retry,retry_all,50,500,762,238.0,0.238,1954.9999625,42813.27614799999,0.24457189829141635,2.0,1.0,3.0,15.0,1.5,1.5,5.0,15.0
