scenario,scenario_type,scenario_group,fault_percentage,workload_users,checkout_error,checkout_success,checkout_success_rate,checkout_http_req_duration,iteration_duration_p(95),normalized_iteration_duration_p(95),rt_fc_GRPC_BACKOFF_MULTIPLIER,rt_fc_GRPC_INITIAL_BACKOFF,rt_fc_GRPC_MAX_ATTEMPTS,rt_fc_GRPC_MAX_BACKOFF,rt_cp_GRPC_BACKOFF_MULTIPLIER,rt_cp_GRPC_INITIAL_BACKOFF,rt_cp_GRPC_MAX_ATTEMPTS,rt_cp_GRPC_MAX_BACKOFF
retry-checkpay-300vu-25f-00112,retry,retry_all,25,300,237,763.0,0.763,1607.856,27584.79833915,0.34254155701624445,1.0,1.0,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00113,retry,retry_all,25,300,260,740.0,0.74,1494.0722125,26285.96099915,0.2879267842597354,1.0,1.0,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-25f-00114,retry,retry_all,25,300,264,736.0,0.736,1699.6546925,28109.671235749996,0.3646119218656717,1.0,1.0,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00115,retry,retry_all,25,300,263,737.0,0.737,1410.776022,24820.228988,0.22629426242994383,1.0,1.0,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00116,retry,retry_all,25,300,253,747.0,0.747,1600.155228,27002.316967549996,0.31804881511152383,1.0,1.0,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-25f-00117,retry,retry_all,25,300,271,729.0,0.729,1380.882409,25194.2474695,0.2420213544566152,1.0,1.0,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00118,retry,retry_all,25,300,248,752.0,0.752,1872.7440025,34231.56630865,0.6220313060709538,1.0,1.0,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00119,retry,retry_all,25,300,276,724.0,0.724,1501.9850824999999,27301.4821229,0.3306284018487717,1.0,1.0,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-25f-00120,retry,retry_all,25,300,276,724.0,0.724,1708.1168875,31407.23256865,0.5032709804718749,1.0,1.0,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00121,retry,retry_all,25,300,245,755.0,0.755,1704.856317,28095.77660305,0.3640276668677014,1.0,1.0,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00122,retry,retry_all,25,300,262,738.0,0.738,1408.6909365000001,23888.90806315,0.18713317650515465,1.0,1.0,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-25f-00123,retry,retry_all,25,300,261,739.0,0.739,1403.472925,22917.110133899998,0.14627007422382127,1.0,1.0,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00124,retry,retry_all,25,300,267,733.0,0.733,1188.991202,25402.105785149997,0.2507615826015617,1.0,1.0,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00125,retry,retry_all,25,300,264,736.0,0.736,1716.7928834999998,29055.1613921,0.40436880938522185,1.0,1.0,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-25f-00126,retry,retry_all,25,300,271,729.0,0.729,1488.232876,24255.6061112,0.20255245184297807,1.0,1.0,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00127,retry,retry_all,25,300,281,719.0,0.719,1320.264675,23324.203305299998,0.1633879229043478,1.0,1.0,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00128,retry,retry_all,25,300,250,750.0,0.75,1805.5141330000001,31599.089319749994,0.5113383593040297,1.0,1.0,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-25f-00129,retry,retry_all,25,300,251,749.0,0.749,1608.352962,26765.48019925,0.3080900728712597,1.0,1.0,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00130,retry,retry_all,25,300,264,736.0,0.736,1791.7793845,32374.25330915,0.5439332068852599,1.0,1.0,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00131,retry,retry_all,25,300,248,752.0,0.752,1613.339184,29214.2555534,0.4110585550513627,1.0,1.0,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-25f-00132,retry,retry_all,25,300,272,728.0,0.728,2000.3621954999999,33095.69494835,0.5742690849575607,1.0,1.0,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00133,retry,retry_all,25,300,270,730.0,0.73,1407.5448375,24810.719407,0.22589439434074604,1.0,1.0,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00134,retry,retry_all,25,300,247,753.0,0.753,1882.715569,30398.56401435,0.4608575063722381,1.0,1.0,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-25f-00135,retry,retry_all,25,300,261,739.0,0.739,1292.014294,26697.38275555,0.3052266454824423,1.0,1.0,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00136,retry,retry_all,25,300,251,749.0,0.749,1892.694213,34060.3984986,0.6148338759069041,1.0,1.0,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00137,retry,retry_all,25,300,262,738.0,0.738,1491.052565,24896.23603365,0.22949028043637745,1.0,1.0,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-25f-00138,retry,retry_all,25,300,316,684.0,0.684,1711.1186265000001,33776.57207929999,0.6028992672265258,1.0,1.0,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00139,retry,retry_all,25,300,274,726.0,0.726,1685.090127,29206.300990399995,0.4107240738678894,1.0,1.0,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00140,retry,retry_all,25,300,266,734.0,0.734,1793.269169,32576.596082149998,0.5524415121410333,1.0,1.0,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-25f-00141,retry,retry_all,25,300,266,734.0,0.734,1298.9643624999999,23191.932644649998,0.15782607782084176,1.0,1.0,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00143,retry,retry_all,25,300,287,713.0,0.713,1597.344918,26189.08303005,0.2838531654126604,1.0,1.0,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-25f-00142,retry,retry_all,25,300,262,738.0,0.738,1893.208848,33387.21687895,0.5865272819641679,1.0,1.0,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00144,retry,retry_all,25,300,272,728.0,0.728,1592.535333,27658.965925049997,0.34566022763425064,1.0,1.0,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00145,retry,retry_all,25,300,266,734.0,0.734,1598.8234204999999,28112.222952149994,0.3647192189128331,1.5,1.0,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00146,retry,retry_all,25,300,263,737.0,0.737,1700.867026,28894.13732305,0.3975979130853864,1.5,1.0,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-25f-00147,retry,retry_all,25,300,269,731.0,0.731,1393.62162,25207.398291099995,0.24257433296372005,1.5,1.0,2.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00148,retry,retry_all,25,300,307,693.0,0.693,1713.452639,31222.543104200002,0.4955049786633205,1.5,1.0,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00149,retry,retry_all,25,300,264,736.0,0.736,1808.6367995,31201.725367449995,0.49462961426864854,1.5,1.0,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-25f-00150,retry,retry_all,25,300,265,735.0,0.735,1699.779727,27010.334146449997,0.3183859292291175,1.5,1.0,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00151,retry,retry_all,25,300,243,757.0,0.757,1610.08442,26523.495206399995,0.2979148530897061,1.5,1.0,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00153,retry,retry_all,25,300,271,729.0,0.729,1510.859572,28007.852103899997,0.36033053221278977,1.5,1.0,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00152,retry,retry_all,25,300,281,719.0,0.719,1597.755999,34642.08700565,0.6392932786736961,1.5,1.0,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-25f-00154,retry,retry_all,25,300,300,700.0,0.7,1408.6472745,27230.661246849995,0.3276504569339081,1.5,1.0,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00155,retry,retry_all,25,300,265,735.0,0.735,1213.002052,23647.3123795,0.1769743267745962,1.5,1.0,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-25f-00156,retry,retry_all,25,300,260,740.0,0.74,1698.085614,30185.028799899996,0.4518785704781566,1.5,1.0,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00157,retry,retry_all,25,300,252,748.0,0.748,1601.6506625000002,28001.806961450002,0.36007634019734674,1.5,1.0,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00158,retry,retry_all,25,300,261,739.0,0.739,1703.323893,28430.231237649998,0.3780911398704411,1.5,1.0,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-25f-00159,retry,retry_all,25,300,262,738.0,0.738,1605.500483,26491.06916455,0.29655137141845195,1.5,1.0,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00160,retry,retry_all,25,300,260,740.0,0.74,1799.555213,31289.0260818,0.49830051941502074,1.5,1.0,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00161,retry,retry_all,25,300,245,755.0,0.755,1982.247523,31477.41466215,0.5062220652382542,1.5,1.0,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-25f-00162,retry,retry_all,25,300,246,754.0,0.754,1699.613835,28403.6234633,0.3769723103565916,1.5,1.0,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00163,retry,retry_all,25,300,257,743.0,0.743,1492.917251,24893.92619425,0.22939315406800953,1.5,1.0,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00164,retry,retry_all,25,300,247,753.0,0.753,1600.069077,32689.84820225,0.5572036471774764,1.5,1.0,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-25f-00165,retry,retry_all,25,300,260,740.0,0.74,1488.0752615000001,23295.3849139,0.16217613921978039,1.5,1.0,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00166,retry,retry_all,25,300,238,762.0,0.762,1906.1620604999998,34522.599792049994,0.6342689643757465,1.5,1.0,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00167,retry,retry_all,25,300,242,758.0,0.758,1781.6551525,28604.0053547,0.3853981625601713,1.5,1.0,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-25f-00168,retry,retry_all,25,300,278,722.0,0.722,1547.7105975,26600.193885,0.3011399535495249,1.5,1.0,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00169,retry,retry_all,25,300,280,720.0,0.72,1516.5688635000001,24417.042548449997,0.20934068780101506,1.5,1.0,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00170,retry,retry_all,25,300,266,734.0,0.734,1708.72357,30601.5115824,0.46939124263711707,1.5,1.0,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-25f-00171,retry,retry_all,25,300,264,736.0,0.736,1683.891489,30101.5144992,0.44836688012696213,1.5,1.0,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00172,retry,retry_all,25,300,245,755.0,0.755,1890.477756,32928.7772125,0.5672503660373924,1.5,1.0,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00173,retry,retry_all,25,300,239,761.0,0.761,1584.065954,27305.0467737,0.33077829174445195,1.5,1.0,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-25f-00174,retry,retry_all,25,300,256,744.0,0.744,1820.469776,37355.2038204,0.7533770470841693,1.5,1.0,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00175,retry,retry_all,25,300,242,758.0,0.758,1602.164772,29296.92027105,0.4145345213101059,1.5,1.0,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00176,retry,retry_all,25,300,245,755.0,0.755,1701.325927,28288.712099249995,0.372140405820546,1.5,1.0,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-25f-00177,retry,retry_all,25,300,261,739.0,0.739,2292.610265,32079.299513500002,0.5315307034870326,1.5,1.0,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00178,retry,retry_all,25,300,247,753.0,0.753,1597.943425,25602.12243295,0.25917207668784653,1.5,1.0,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00179,retry,retry_all,25,300,256,744.0,0.744,1798.681379,31693.34505055,0.5153017157306636,1.5,1.0,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-25f-00180,retry,retry_all,25,300,287,713.0,0.713,2095.076485,35779.54339144999,0.6871221484772903,1.5,1.0,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00181,retry,retry_all,25,300,273,727.0,0.727,2006.190777,35053.85385555,0.6566076507227412,2.0,1.0,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00182,retry,retry_all,25,300,267,733.0,0.733,1616.838246,31207.907048399997,0.4948895475874254,2.0,1.0,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-25f-00183,retry,retry_all,25,300,248,752.0,0.752,1890.4591665,34421.45660214999,0.6300159973858562,2.0,1.0,2.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00184,retry,retry_all,25,300,274,726.0,0.726,1400.9649115,26179.58626845,0.2834538363660327,2.0,1.0,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00185,retry,retry_all,25,300,262,738.0,0.738,1890.4324705,29798.544489849995,0.43562730319680715,2.0,1.0,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-25f-00186,retry,retry_all,25,300,255,745.0,0.745,1524.448747,26725.543966299992,0.3064107953973647,2.0,1.0,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00187,retry,retry_all,25,300,286,714.0,0.714,1811.0541125,32337.308459349995,0.5423797139926467,2.0,1.0,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00188,retry,retry_all,25,300,253,747.0,0.747,1483.716767,26005.77277704999,0.27614515802542783,2.0,1.0,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-25f-00189,retry,retry_all,25,300,269,731.0,0.731,1877.80046,32104.541600049997,0.5325921072351172,2.0,1.0,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00190,retry,retry_all,25,300,238,762.0,0.762,1509.212908,23917.68852554999,0.1883433653143267,2.0,1.0,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00191,retry,retry_all,25,300,271,729.0,0.729,1703.401659,30340.723906199997,0.458425389381496,2.0,1.0,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-25f-00192,retry,retry_all,25,300,251,749.0,0.749,1698.521036,29829.2515827,0.4369185048325839,2.0,1.0,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00193,retry,retry_all,25,300,266,734.0,0.734,1617.937222,32197.110424699997,0.5364845309951215,2.0,1.0,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00194,retry,retry_all,25,300,269,731.0,0.731,1887.55811,32517.0160852,0.5499362346177851,2.0,1.0,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-25f-00195,retry,retry_all,25,300,282,718.0,0.718,1388.3296955,26706.666538149995,0.30561701898142074,2.0,1.0,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00196,retry,retry_all,25,300,277,723.0,0.723,1494.129264,27632.798566299996,0.3445599171428928,2.0,1.0,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00197,retry,retry_all,25,300,245,755.0,0.755,1307.259034,25700.67398945,0.2633160681618272,2.0,1.0,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-25f-00198,retry,retry_all,25,300,294,706.0,0.706,1596.466831,27589.541606349998,0.3427410065179437,2.0,1.0,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00199,retry,retry_all,25,300,249,751.0,0.751,1503.034616,25905.90238285,0.271945710784147,2.0,1.0,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00200,retry,retry_all,25,300,258,742.0,0.742,1998.5188685,33507.442483,0.5915826448202318,2.0,1.0,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-25f-00201,retry,retry_all,25,300,234,766.0,0.766,1715.4082345,31794.274205299993,0.5195456827628845,2.0,1.0,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00202,retry,retry_all,25,300,246,754.0,0.754,1600.689285,25516.237150799996,0.2555606890080381,2.0,1.0,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00203,retry,retry_all,25,300,250,750.0,0.75,1989.3566305,32636.3524023,0.5549542038732849,2.0,1.0,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-25f-00204,retry,retry_all,25,300,272,728.0,0.728,1894.7183989999999,31681.3810464,0.5147986416752857,2.0,1.0,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00205,retry,retry_all,25,300,250,750.0,0.75,1498.5158665,21811.915116399996,0.09979776173826495,2.0,1.0,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00206,retry,retry_all,25,300,262,738.0,0.738,1610.407275,30698.766858649997,0.4734807268613427,2.0,1.0,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-25f-00207,retry,retry_all,25,300,274,726.0,0.726,1605.0829245,27117.527046699997,0.3228932803099426,2.0,1.0,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00208,retry,retry_all,25,300,273,727.0,0.727,1402.062291,22103.72979974999,0.11206826869656714,2.0,1.0,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00209,retry,retry_all,25,300,252,748.0,0.748,1268.7538355000002,23797.3301715,0.18328242045745366,2.0,1.0,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-25f-00210,retry,retry_all,25,300,257,743.0,0.743,1615.035194,30098.01169585,0.4482195908528711,2.0,1.0,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00211,retry,retry_all,25,300,228,772.0,0.772,1500.7541695,28066.847569600002,0.3628112307988577,2.0,1.0,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00212,retry,retry_all,25,300,257,743.0,0.743,1602.572682,27177.7213518,0.325424388858356,2.0,1.0,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-25f-00213,retry,retry_all,25,300,254,746.0,0.746,1513.8016535,23400.98909905,0.16661668646652295,2.0,1.0,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00214,retry,retry_all,25,300,267,733.0,0.733,2085.810888,35302.82737855,0.6670767310011327,2.0,1.0,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00215,retry,retry_all,25,300,280,720.0,0.72,1400.8364215000001,25909.71560415,0.2721060528134035,2.0,1.0,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-25f-00217,retry,retry_all,25,300,269,731.0,0.731,1498.286742,25287.382429249996,0.2459375836146349,1.0,1.5,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00216,retry,retry_all,25,300,264,736.0,0.736,1994.284312,33239.7361248,0.580325868110559,2.0,1.0,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00218,retry,retry_all,25,300,280,720.0,0.72,1504.630168,30838.06924915,0.47933824894459004,1.0,1.5,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-25f-00219,retry,retry_all,25,300,256,744.0,0.744,1147.3586435,21617.446773749994,0.09162056817054323,1.0,1.5,2.0,15.0,2.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00220,retry,retry_all,25,300,283,717.0,0.717,1992.653939,34111.71842785,0.6169918260886172,1.0,1.5,2.0,15.0,1.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00221,retry,retry_all,25,300,296,704.0,0.704,1396.1621495,24706.99453805,0.22153287040511374,1.0,1.5,2.0,15.0,1.5,1.0,2.0,15.0
retry-checkpay-300vu-25f-00222,retry,retry_all,25,300,296,704.0,0.704,1589.7028559999999,29349.711220049998,0.4167543263576228,1.0,1.5,2.0,15.0,2.0,1.0,2.0,15.0
retry-checkpay-300vu-25f-00223,retry,retry_all,25,300,246,754.0,0.754,1801.7211845,28501.314971800002,0.3810801376977491,1.0,1.5,2.0,15.0,1.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00224,retry,retry_all,25,300,273,727.0,0.727,1780.633371,32002.466746699996,0.5282999647564721,1.0,1.5,2.0,15.0,1.5,1.5,2.0,15.0
retry-checkpay-300vu-25f-00225,retry,retry_all,25,300,269,731.0,0.731,1499.005049,24004.008520749998,0.19197303223027118,1.0,1.5,2.0,15.0,2.0,1.5,2.0,15.0
retry-checkpay-300vu-25f-00227,retry,retry_all,25,300,245,755.0,0.755,1706.109087,26783.992288449997,0.30886848716053944,1.0,1.5,2.0,15.0,1.5,0.5,3.0,15.0
retry-checkpay-300vu-25f-00226,retry,retry_all,25,300,282,718.0,0.718,1892.5887195,33013.10138509999,0.5707961106680706,1.0,1.5,2.0,15.0,1.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00228,retry,retry_all,25,300,284,716.0,0.716,1650.3963915,29978.9261585,0.4432121666276351,1.0,1.5,2.0,15.0,2.0,0.5,3.0,15.0
retry-checkpay-300vu-25f-00229,retry,retry_all,25,300,248,752.0,0.752,1502.7690029999999,24223.066139999995,0.20118417955986712,1.0,1.5,2.0,15.0,1.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00230,retry,retry_all,25,300,263,737.0,0.737,1905.037832,32086.70559095,0.5318421214178944,1.0,1.5,2.0,15.0,1.5,1.0,3.0,15.0
retry-checkpay-300vu-25f-00231,retry,retry_all,25,300,282,718.0,0.718,1783.402605,27561.03465115,0.3415423184049057,1.0,1.5,2.0,15.0,2.0,1.0,3.0,15.0
retry-checkpay-300vu-25f-00232,retry,retry_all,25,300,261,739.0,0.739,1705.979363,27877.370487499997,0.35484391459784803,1.0,1.5,2.0,15.0,1.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00233,retry,retry_all,25,300,263,737.0,0.737,1425.346107,27221.61910855,0.3272702443289277,1.0,1.5,2.0,15.0,1.5,1.5,3.0,15.0
retry-checkpay-300vu-25f-00234,retry,retry_all,25,300,243,757.0,0.757,1700.110066,28513.171682899996,0.3815787001908522,1.0,1.5,2.0,15.0,2.0,1.5,3.0,15.0
retry-checkpay-300vu-25f-00235,retry,retry_all,25,300,260,740.0,0.74,1687.478687,27515.773246249995,0.3396391229337514,1.0,1.5,2.0,15.0,1.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00236,retry,retry_all,25,300,270,730.0,0.73,1403.805609,27626.501188299997,0.34429511888229475,1.0,1.5,2.0,15.0,1.5,0.5,4.0,15.0
retry-checkpay-300vu-25f-00237,retry,retry_all,25,300,251,749.0,0.749,1236.514808,20773.1271416,0.05611779702005319,1.0,1.5,2.0,15.0,2.0,0.5,4.0,15.0
retry-checkpay-300vu-25f-00238,retry,retry_all,25,300,265,735.0,0.735,1809.614744,32309.8496804,0.5412251006116322,1.0,1.5,2.0,15.0,1.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00239,retry,retry_all,25,300,261,739.0,0.739,1705.688117,27401.07159195,0.3348160364767591,1.0,1.5,2.0,15.0,1.5,1.0,4.0,15.0
retry-checkpay-300vu-25f-00241,retry,retry_all,25,300,283,717.0,0.717,1293.800764,23000.28711265,0.14976758053435305,1.0,1.5,2.0,15.0,1.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00240,retry,retry_all,25,300,235,765.0,0.765,1984.505056,31997.0153813,0.5280707404545796,1.0,1.5,2.0,15.0,2.0,1.0,4.0,15.0
retry-checkpay-300vu-25f-00242,retry,retry_all,25,300,282,718.0,0.718,1598.9175070000001,25431.176404449998,0.25198397220960955,1.0,1.5,2.0,15.0,1.5,1.5,4.0,15.0
retry-checkpay-300vu-25f-00243,retry,retry_all,25,300,267,733.0,0.733,1302.598904,23336.402320849997,0.16390087894710856,1.0,1.5,2.0,15.0,2.0,1.5,4.0,15.0
retry-checkpay-300vu-25f-00244,retry,retry_all,25,300,271,729.0,0.729,1803.558405,33556.126596899994,0.593629761680531,1.0,1.5,2.0,15.0,1.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00245,retry,retry_all,25,300,255,745.0,0.745,1705.215982,29193.852272099997,0.4102006180816058,1.0,1.5,2.0,15.0,1.5,0.5,5.0,15.0
retry-checkpay-300vu-25f-00246,retry,retry_all,25,300,247,753.0,0.753,1406.12022,25908.52025895,0.27205578977857,1.0,1.5,2.0,15.0,2.0,0.5,5.0,15.0
retry-checkpay-300vu-25f-00247,retry,retry_all,25,300,249,751.0,0.751,1791.213514,29207.560157999997,0.4107770205689262,1.0,1.5,2.0,15.0,1.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00248,retry,retry_all,25,300,263,737.0,0.737,1805.855644,30110.481208249996,0.44874392100964827,1.0,1.5,2.0,15.0,1.5,1.0,5.0,15.0
retry-checkpay-300vu-25f-00249,retry,retry_all,25,300,243,757.0,0.757,1899.155952,31256.374128649994,0.49692753840621806,1.0,1.5,2.0,15.0,2.0,1.0,5.0,15.0
retry-checkpay-300vu-25f-00250,retry,retry_all,25,300,259,741.0,0.741,1707.569174,25993.7656395,0.27564027025499394,1.0,1.5,2.0,15.0,1.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00251,retry,retry_all,25,300,275,725.0,0.725,1904.040582,30164.91613045,0.4510328534374545,1.0,1.5,2.0,15.0,1.5,1.5,5.0,15.0
retry-checkpay-300vu-25f-00252,retry,retry_all,25,300,219,781.0,0.781,1792.82752,26854.3217848,0.3118257700649831,1.0,1.5,2.0,15.0,2.0,1.5,5.0,15.0
retry-checkpay-300vu-25f-00253,retry,retry_all,25,300,286,714.0,0.714,1496.255758,26194.6884828,0.2840888689289596,1.5,1.5,2.0,15.0,1.0,0.5,2.0,15.0
retry-checkpay-300vu-25f-00254,retry,retry_all,25,300,240,760.0,0.76,1651.0896520000001,24772.960646749998,0.22430667735178006,1.5,1.5,2.0,15.0,1.5,0.5,2.0,15.0
retry-checkpay-300vu-25f-00255,retry,retry_all,25,300,271,729.0,0.729,1883.866597,34618.244262999986,0.6382907158957255,1.5,1.5,2.0,15.0,2.0,0.5,2.0,15.0
